words,label
silahkan duduk,indonesia
geral ku toni,lampung
harga dombanya naik tahun ini,indonesia
adik tanom kikim,lampung
di pelan hina wat halimaong,lampung
waktu petani nanom sabahni disebut musim tanom,lampung
makhota adat pengantin wanita disebut siger,indonesia
sholat ied nya dimulai pukul berapa ?,indonesia
"paghi , jagung , kikim jama tanom-tanoman baghihni",lampung
sapa sai makung ghatong haga dipenah kudo,lampung
"pak , kapan kami libur ?",indonesia
ayo cepat nanti keburu penuh,indonesia
kakek sedang bercerita,indonesia
tidak enak,indonesia
api pusikam kak radu bubetik atawa mejong di nuwa ?,lampung
tempatnya dekat,indonesia
kedua orang tuanya bingung apa caranya merubah kemalesan si lames,indonesia
kemeda pusikam ratong ?,lampung
suku lampung mempunyai rumah adat untuk acara adat,indonesia
"kanikan asalni jak isi-isian , buah-buahan , ghik setua",lampung
peghatiko tulisan lom bahasa lampung hinji !,lampung
ghena juga nughut agama,lampung
ini ada tiga celana merah,indonesia
lain kali kalau ke lampung mampir lagi kesini,indonesia
kode wilayah na ruwa kosong ruwa,lampung
"mau ke mana , om ?",indonesia
saya batuk,indonesia
ghadu abi api mak mit dokter ?,lampung
"kalau kita pergi ke kampung , alangkah sejuk nya hati kita , mengapa tidak",indonesia
dang gumas-gumas,lampung
peghhatiko batang nyiwi sai ngelambai-lambai di penggigh pantai !,lampung
"o sekarang kan hari minggu saya memakai topi , sepatu , saya mau tamasya",indonesia
tulung minggu sai haga ratong hung ja luwot,lampung
kapan batas akhir penyerahan tugasni ?,lampung
dipa nita ghik iwan ngebaca buku ?,lampung
mula-mula diakuk ni surat sina laju dibuka ni seghaduni dibaca,lampung
"bukuku , bukumu jama bukuni disimpen di lemaghi",lampung
nyak lagi perlu duwit,lampung
dia punya beberapa pabrik,indonesia
ini ada tujuh baju sekolah,indonesia
dalom acara muli meghanai wat pantun betimbalan,lampung
dari rumah,indonesia
nyak ngerasa pusing,lampung
ghepa peghangai patih ghik raja hina ?,lampung
nyak haga lapah mit pasagh,lampung
saya suka bekerja dilapangan,indonesia
"tidak , saya tidak bawa surat izin",indonesia
festival ini diadakan di pantai merak belantung kalianda kabupaten lampung selatan,indonesia
banyak orang yang takut berniat jahat,indonesia
gajah pintar bermain bola dengan berjalan kaki dua,indonesia
nyak mik dudi kanah bingi,lampung
nita kelas pak ghik iwan kelas ghuwa,lampung
hinji wat enom tupi suluh,lampung
api niku lagi cadang pekeran ?,lampung
iyu pak gham teghima titipanni,lampung
ija mejong dija ?,lampung
rangni cukup jawoh jak ija,lampung
kik gham mak beiman cadang pikeghan,lampung
api radu ngerti ?,lampung
negara ngelindungi hak-hak tiap wargani,lampung
gajah menari menggunakan kaki nya,indonesia
api niku wat ukuran sai lebih lunik ?,lampung
apa yang anda rasakan ?,indonesia
tiyan haga sakai,lampung
saya demam,indonesia
ya belajagh kughang lebih sai jam,lampung
ceramahni ngebusonko,lampung
si layin ngeghupako kesimpulan wacana pahlawan raden intan yolah,lampung
mejong pai !,lampung
saya cepat-cepat menaikkan layangan setelahnya layanganku saya dekatkan dengan layangan temanku,indonesia
ya jelma tani,lampung
sikam belajagh gata merelukon hp guna nyepok tugas,lampung
dacok kodo nyak nulung niku,lampung
pemburu sina nimbaki segala putik sai wat pulan,lampung
gaji saya kecil,indonesia
dia pemimpin partai nya,indonesia
saya lahir di way kanan,indonesia
saya menganggur,indonesia
saya mau minta tolong,indonesia
sikam haga ngebeli kamus bahasa lappung,lampung
nyak haga kuruk sekula,lampung
apakah anda ingin minum ?,indonesia
gham ngobrol teghus kapan ghapat ghapatni,lampung
adi mematikan cicak yang jatuh tadi,indonesia
setiap ghani ahad ghamik jelma di taman way kambas,lampung
sina tilarang nughut aturan negeri,lampung
nyak lagi cadang hati,lampung
nyak mutah jo,lampung
sangat cerah,indonesia
anak-anak di sekula ku pandai-pandai,lampung
senang bertemu dengan anda,indonesia
selamat yu,lampung
kulam sinji diucakko ulun tambak hughang lindu,lampung
nyak harus hening di nua,lampung
saya sudah makan barusan,indonesia
niku kelamonan nganik rujak amir,lampung
puskam mesti jujur,lampung
aripin becanda dengan arvina,indonesia
tempatnya agak jauh dari sini,indonesia
"itu salami dulu gurumu komariyah , suruh ayahnya",indonesia
"amir anak sai tuha , sai ke ghuwa adikni gelaghni ani",lampung
"ali lapah sekula , ya lapah tenggalan",lampung
ia ranggal,lampung
"raden intan pahlawan tanah lampung , dia berjuang melawan penjajah yang ada di tanah lampung",indonesia
belanda lamun mak ngegunako cagha pengecut tentu gawoh mak dapok nakkep raden intan,lampung
gilang jama kiyaini dinemuikon,lampung
siapa namanya anak yang didalam cerita ini ?,indonesia
"dia menolong ibunya mencuci piring , gelas , sendok dan lainnya",indonesia
nyak makdok geral nengah,lampung
kipak gheno ya mak pungah,lampung
"pak , hari hujan upacara tidak dapat dilaksanakan",indonesia
buwokna halom,lampung
nyak lapah mulang,lampung
api habanna senemon dokter ?,lampung
saya pengangguran,indonesia
mula ngelayang-layanglah lelayangan ghikku,lampung
ayah betan subing dibunuh musuhnya ketika betan umurnya 3 tahun,indonesia
kami di gunung kelaparan bekalnya habis,indonesia
hulun damon ngeharuh nyak abang,lampung
aminah membuat sambel terasi,indonesia
lapah gham geluk-geluk mit sekula supayo mak telat,lampung
turuti nasehat guru,indonesia
bantu saya membulatkan kue ini,indonesia
diwatko senam pagi sinji keunyin sanak ghik gughusihat badanni jama kecah pikeghan ni,lampung
disana kita bisa naik kuda,indonesia
ram ratong paling mena,lampung
dipa pok sina ?,lampung
sija nanda ku muhammad ilham,lampung
tiyan disuntik di ruang uks,lampung
pira kamar pedom na ?,lampung
boleh saya datang dengan suami saya ?,indonesia
pak zainal mencari rumput untuk kambingnya memakai sabit,indonesia
api kabagh om ? kabagh wawai,lampung
rumahnya sedekatan dengan rumahku,indonesia
sudah cukup,indonesia
nyak wek lamon kerjaan minggu inji,lampung
kik niku mik lampung luwot singgah luwot mik dija,lampung
"mengan jak banguk luwah jak betong , api hina ? penggilingan beras",lampung
murid-murid sudah masuk kelas,indonesia
di zaman dahulu ada raja yang namanya raja seghangga bisa,indonesia
dimana toiletnya ?,indonesia
kemaman lagi pedom,lampung
saya kira begitu,indonesia
bisakah anda menolong saya mencarikan kerja,indonesia
ini gambar ilham dan imah,indonesia
sakik benor,lampung
"mati betikni amun sikam hughik rukun dan damai , nyenengko hati keghuwa holon tuha sikam",lampung
sebentar lagi,indonesia
sanak sai mak mampu nerima bantuan pendidikan,lampung
banyak peninggalan dari musium jaman dahulu dipamerkan,indonesia
yang membedakan bahasa perwatin dengan bahasa merwatin itu kelihatan dalam pemakaian kata ganti orang,indonesia
basa didandan,lampung
amun banei buguwai mesti betanggung jawab,lampung
selama ini hasnah dan husin hanya dapat kiriman surat saja,indonesia
tidak saya tidak suka,indonesia
maaf kik nyak hilaf,lampung
pusikam neken dija,lampung
ya dijuluki malingguna sebab ya ngakuk biyas kerajaan teghus dibagiko mit ghakyat si kebetohan,lampung
apakah sudah ditangani anak yang bolos ?,indonesia
uwak rapat dikantor,lampung
buka mulut anda,indonesia
"hadi berkata dengan ranto teman haris , kalian berdua duduk dulu !",indonesia
selamat siang apa kabar ?,indonesia
ceramahni terlalu saka,lampung
seghadu gham dengiko cerita sanak sai males,lampung
segala hartanya digunakan untuk kesejahteraan anak-anak yatim di panti asuhan itu,indonesia
jangan lupa bawa perlengkapan mandi,indonesia
"sikam geghing benogh jama bakas ghik ambai ulah tiyan galak nyeghita , ceghita zaman timbai",lampung
koghet gegoh pacul lunik sai gunani untuk ngoghet jukuk,lampung
"setelah kita mendengar , menikmati , memahami dan menghayati karya seni disebut apresiasi",indonesia
apakah ini nomor telepon kantor anda ?,indonesia
"ali melihat kepala sekolah naik mobil , kata dalam hati nya , mau ke mana beliau ?",indonesia
pira rega tiket pakai rani biasa ?,lampung
karena apa adikmu menangis ?,indonesia
nengah jam lagi,lampung
maaf yu mak kik nyak wat salah,lampung
hari ini mereka ke gunung sugih,indonesia
jam lima sore,indonesia
sapi menarik gerobak ke ladang,indonesia
pak ahmad ngajagh bahasa lampung,lampung
kapan-kapan mit dija luwot,lampung
ibu haga mepes teghi untuk saghapan gham,lampung
ya pasti nyak haga mik dija luwot,lampung
api niku wat ukuran sai lebih balak ?,lampung
ongkos mudik ni cakak,lampung
kak tinggal,lampung
ayo kita pergi jalan-jalan,indonesia
niku sekula kak pira tahun ?,lampung
saya ingin bertemu dengan dokter,indonesia
panjang tangan itu pekerjaan terlarang,indonesia
pedagang ngejajako jualanni,lampung
gegoh sekelik sai bagheh ya sangamiyanak ngedok kulam,lampung
dia berdiri di tengah lingkaran,indonesia
mereka berbaris di dekat pintu pagar,indonesia
hari sabtu,indonesia
kakak jangan menangisi nasib itu sudah takdir kita,indonesia
ibu ke pasar,indonesia
radu genok,lampung
saya sudah lama tidak memakainya,indonesia
way kambas,indonesia
tebak api wat pantun betimbalan,lampung
"pak , kunta sikam kughuk sekula seghadu libur ?",lampung
guru dan anak-anak dari kelas satu sampai kelas enam yang masuk pagi cepat-cepat berbaris di halaman sekolah mau upacara bendera,indonesia
"permisi bu , hikam wat peghlu jama ghik hikam haga nginjam kamus",lampung
suryadi kepandaian bolos laju dimarahi jama amakni,lampung
saya punya lima belas juta,indonesia
coba bayangkan jika tidak ada kakek dengan nenek tentu ayah kita tidak ada juga,indonesia
sana jama sarmin anjak ketti nemuikon,lampung
tolong minggu depan kembali lagi,indonesia
muli sina helaw,lampung
apakah kita jadi latihan tari bedana nanti sore ?,indonesia
bagaimana perangai patih dan raja itu ?,indonesia
nyak lagi santai,lampung
ini istri saya julaeha,indonesia
bang husin meratakan tanah menggunakan garu,indonesia
ilham abang ni imah,lampung
hana-hana pira meter gawoh,lampung
apa akibat nya pembukaan ladang baru merusak hutan ?,indonesia
apakku gelaghni rahmanni,lampung
pigha kawai pramuka sai wat di kutak nomogh walu ?,lampung
awas yu dang tiucakkon jama amakku kik gham jak bolos,lampung
dia sedang gembira,indonesia
"nerima kasih , niku helau benor",lampung
nyak kilu tulung,lampung
minggu depan,indonesia
dipa jengan gham mangkalkon motorni,lampung
tempat yang dipakai untuk bermain bola ialah lapangan,indonesia
berapa bungkus rokok yang anda habiskan dalam sehari ?,indonesia
"saya tidak mengerti , tolong bicaranya pelan-pelan",indonesia
lelayanganku nyambagh-nyambagh lelayangan ghikku tinyata benang lelayanganku lebih kuat dan mutusko benang lelayangan ghikku,lampung
hati-hati ketinggalan,lampung
unyin sai ngegunako ghang laya musti patuh jama atoghan lalu lintas,lampung
gham mesti ngelajuko perjuanganni,lampung
tidak apa-apa	,indonesia
hendak kemana engkau ?,indonesia
api tujuan tiyan mit disan ?,lampung
"ghadu , beghebei nyak ghadu nyebutko identitas ku jama beliau wali kelas",lampung
jangan dibuang kayu itu penghalang pintu,indonesia
senam pagi telaksanako semakkung pelajaran dimulai,lampung
sudah dua minggu,indonesia
alamat sikam di kampung baru,lampung
mereka pergi sekolah,indonesia
api carani supaya cacak kelas ?,lampung
sanggup kidah niku belajagh lebih betik ?,lampung
mau ke warung koperasi sekolah hamba mau beli pulpen,indonesia
tamong mejong di kughsi,lampung
ia berangasan,lampung
sudah dekat,indonesia
ibu belanja mit pasagh,lampung
beruntung ada lapangan yang dekat jalan anak anak berlatih,indonesia
wat munih tughis jak luah negeghi,lampung
"bu , jam berapa acara dimulai ?",indonesia
"adi berkata dengan pak guru , pak hamba mau pulang",indonesia
raden intan berjuang sendiri tidak dibantu rakyat,indonesia
nyak gering jama atasan ku ya baik,lampung
sija sai paling murah,lampung
tanda-tanda di ghang laya,lampung
coba bayangkan jika kita melihat jauh terhampar sawah !,indonesia
ghena juga ibu gham mati biyakni pekerjaan beliyau,lampung
umpuku gelaghni syamsiah,lampung
ngasi nyak nginjam selop ni ?,lampung
ulah sina lamon ghakyat si mak tahan tinggal di wilayah keghajaan sina,lampung
akibatni penjagha kerajaan pinoh sesak jamo gahyat sai mak sanggup ngebayar pajak,lampung
festival ini diikuti semuanya seniman budayawan didalam propinsi lampung,indonesia
"semuanya dikerjakan ayah yang tidak dikerjakan ayah ialah menyiapkan makanan , mencuci piring gelas , mencuci baju",indonesia
ia lingsai,lampung
hidup nya dari bersawah,indonesia
"miyanak , waghi , ghik saunyinni",lampung
beberapa menit beberapa jam,indonesia
apakah anda suka itu ?,indonesia
lengan bajunya kepanjangan,indonesia
"pak , hikam pakai buku pelajaran bahasa lampung sai ngidok di perpustakaan",lampung
ya saya lapar,indonesia
bus jama truk sina butabrakan jeno pagi,lampung
sebutkan buat apa saja biaya yang dikeluarkan haji bakri buat memelihara udang lindu ?,indonesia
aminah nyambel delan,lampung
kik gham mak bukahandak mak ngedok guna,lampung
ia pagoh,lampung
ibu nuang teh untuk apak di gelas jak mekkah sina,lampung
neram dapok main bal di lapangan,lampung
robot-robotan ni aghat,lampung
"bu ani cawa , nyak haga nutuk pengajian kanah debi",lampung
kalau kingin mau ke atas melewati pasar,indonesia
senam pagi dilaksanako semakkung pelajaghan dimulai,lampung
sabah tamong muhammad beghak nihan ulah ya jelma tani sai buhasil,lampung
terima kasih sudah menolong saya belajar bahasa lampung,indonesia
apa caranya kita mensyukuri rahmat alloh yang seperti itu ?,indonesia
saya juga baik-baik saja,indonesia
nyaman sekali mendengar gemercik sungai itu,indonesia
dede merusak mobilan barunya,indonesia
"setelah kita membaca , wacana tentang lingkungan keluarga termasuk wacana prosa deskripsi",indonesia
anak itu masih kecil tetapi dia pinter mengaji,indonesia
di ampung utara ada bendungan way rarem,indonesia
"seghadu sina ya nyapu lantai , ngebukak jendila supaya udara segar kughuk",lampung
dia loncat ke pohon kayu,indonesia
"lampu sina warnani suluh , kuning ghik hujau",lampung
kalau sudah dicabuti bulu ayam langsung dipotong-potong saja,indonesia
kita takut tidak naik kelas,indonesia
apa saja zat yang diperlukan di dalam tubuh kita ?,indonesia
nyak haga sai balak,lampung
yang biasa kita apresiasi ialah karya seni,indonesia
rahman dapat surat dari teman nya yang namanya mursalin,indonesia
mana tempat nya danau ranau ?,indonesia
dia tidak memilih kawan yang perempuan atau yang laki-laki,indonesia
ayah betan subing dipatiko musuhni ketika betan umurni 3 tahun,lampung
jama sapa guru lapah-lapah mit kota ?,lampung
ayah membaca koran,indonesia
sumang jak sina ngedok abang dan adik sai ngeghupako pelengkap di lingkungan keluarga,lampung
iwa si balak digulai,lampung
yang tidak disukai rakyat di tanah lampung yaitu penjajah,indonesia
pemeghintah ngeni ya gelagh pahlawan nasional,lampung
itu sangat sulit atau itu mudah,indonesia
siapa saja yang ikut festival krakatau itu ?,indonesia
pah niku ngantakko nyak mit warung ida,lampung
bingi ji emak rik bak tiundang kawiran,lampung
baik pak kami terima zakat yang bapak titipkan,indonesia
"pak , apakah di hari senin ini mau dilaksanakan upacara ?",indonesia
kita perlu makan dan minum,indonesia
panas,indonesia
"saya tidak tahu , sepertinya kaki saya terkilir",indonesia
di ruang tamu,indonesia
dang ngelalkuko kerjaan mencuri,lampung
pahlawan darahnya orang yang berjuang demi kepentingan tanah air,indonesia
sanak-sanak belajagh jejama,lampung
kita mesti melanjutkan perjuangannya,indonesia
udang ini dibeli orang dari jakarta didalam satu kilogram harganya disekitar empat puluh ribu rupiah,indonesia
cepat dia masuk kelas menyalami pak sanusi,indonesia
"seghadu jak mesjid laju mit kamagh , ya ngebukak buku pelajaran sai haga dibatok mit sekula ghani sina",lampung
pok sina di helok-helok ranglaya melati jama flamboyant,lampung
adik menangis minta mobil-mobilan,indonesia
"api si dacok sikam bantu , tuan ?",lampung
setelah kita membaca prosa di atas pokok ceritanya ialah panen jagung,indonesia
bapakku namanya rahmanni,indonesia
"amir kelas telu , ani ampai kelas sai",lampung
mengapa kakek muhammad merasa gembira hati ?,indonesia
putik tehabang,lampung
lingkungan hidup kita yang masih asli kita jaga demi anak cucu di waktu yang akan datang tanda mensyukuri rahmat alloh,indonesia
belanda jika tidak menggunakan cara pengecut tentu saja tidak dapat menangkap raden intan,indonesia
niku kelas pigha ?,lampung
jadi apa tidak kita ikut kursus kecantikan ?,indonesia
"ayah lapah mit huma , beliyau ngebatok paccul ghik aghit",lampung
sija kak ridik,lampung
tiyan mulang jak sekula,lampung
dapok muak pira liter bensin motor sa ?,lampung
nua sai ukuran na balak,lampung
ujiannya bulan depan,indonesia
mata kita berjumpa dengan kaki gunung yang biru,indonesia
armin lagi nyuba motor baruni,lampung
setiap ghani ku sigham unyinni,lampung
apa anda punya ukuran yang lebih besar ?,indonesia
jadi pandai yu niku bupantun ?,lampung
apa harus disetrika dulu ?,indonesia
hinji wat siwa kawai cakelat,lampung
"pak , pigha ghani sikam libur ?",lampung
jangan repot-repot,indonesia
sekarang kumpulkan tugasnya !,indonesia
sanak kelas 7a praktek kenalan bu gughu ngecindai,lampung
yaik lagi hejong,lampung
"nyak cekalang kenceng biga , mak dapek diubegh lawan",lampung
api sai dikeniko gughu gughu jama mughid sai mak disiplin ?,lampung
dia sedang bersedih,indonesia
makan ini tidak enak,indonesia
dipa jengan ni danau ranau ?,lampung
api niku radu mujuk pujuk ?,lampung
hati hati ketinggalan,indonesia
kakinya diikat rantai,indonesia
"yang membesarkan , mendidik saya , abang dan adik ialah ayah dan ibu",indonesia
"bapak hamba sudah meninggal tahun yang lampau , pak",indonesia
biyak badan ku pitu puluh kilo,lampung
lagu sai kudenggi hinji nyanik angon temebeng,lampung
bagaimana kalian berdua ikut belajar kelompok ?,indonesia
panas,lampung
gelaghku hasan,lampung
kelas 7a menyaksikan drama di aula,indonesia
perjuangan keduanya tidak lama,indonesia
"lihatlah saya memakai kaos olah raga , sepatu bola , saya mau latihan sepak bola",indonesia
nyalin bahasa indonesia mit lom bahasa lampung dapok gham lakuko jama ngegunako kamus bahasa indonesia lampung,lampung
berapa halaman yang harus kita baca untuk testnya ?,indonesia
sanak-sanak merhatiko pengarahan anjak kepala sekula,lampung
"seghadu sholat ya ngedu'a , mak lupa ngedu'ako keghuwa hulun tuhani",lampung
dimana guru dan murid berbaris waktu upacara ?,indonesia
di atas meja 	,indonesia
sapa si nutuk apak ghik makni mit pantai merak belantung ?,lampung
"tiap ahad pagi , ghikku yohanes lapah mit gereja",lampung
pak tono berkerja sepanjang hari,indonesia
wek keperluan api ratong mik dija,lampung
kalau kalian mau makan sudah disiapkan di atas meja,indonesia
dia meminta rapornya,indonesia
"hikam dapok kan buah-buahan gegoh mangga , rambutan , deghiyan sepuas-puasni",lampung
kalau dia benar mesti anak itu yang mengganti dia jadi kucing buta,indonesia
rek kerjaan ku lamon sai berasal jak jawa,lampung
omoghni ganta kak sepuluh tahun,lampung
"ardi jak bolos kepandaian kena marah , pemukem pudakni mak wawah",lampung
"selamat yu , niku manssa nilai sai paling helau",lampung
abang dipanggil ia tidak menyahut,indonesia
lom pesta peghkawinan hina ditampilko tari cangget,lampung
"pulang sekolah , mereka berdau ada di toko buku",indonesia
berapa lama saya harus menunggu ?,indonesia
sanakku gegohni ngalami kesukeran di kelas,lampung
ada yang putih ada yang merah,indonesia
baru kali ini,indonesia
ghani mak lapah sekula di ghani ahad,lampung
mari kita menangkap ikan dengan jari di sungai,indonesia
nyak kena bahla,lampung
ia njuk sanak,lampung
panitia resepsi pernikahan menyambut pihak besan,indonesia
jam pira adzan magrib ni ?,lampung
lagi ngehitung buwah dakon,lampung
saya tidak dapat menemukannya di peta,indonesia
makanan yang kita makan tidak musti yang enak saja didalam perut tetapi yang dapat benar-benar berguna bagi badan nya,indonesia
neram kanah minok di hotel,lampung
anakni ngelawan hulun tuhani,lampung
nyak lupa dipa pok ku ngejamukkona,lampung
dilom tahun 1883 gunung krakatau si pok ni di selat sunda meletup hibat,lampung
nita anak yang pertama dari bapak sandi,indonesia
saya tidak bisa berbicara bahasa lampung,indonesia
pak luruh mutusko hadir di lom rapat desa,lampung
pohon kelapa di kebun,indonesia
negham kumpul di sekula,lampung
kebun jagung di huma kenuta jama datuk,lampung
"hamba hanya sama ibu , pak",indonesia
"o , kalo begitu saya sudah mengerti , kau sama boy",indonesia
nyak dibayar mingguan,lampung
alamat sikam gegoh jama boy,lampung
agegali pakai tembilang,lampung
kamu harus beli buku sendiri,indonesia
"pak , hikam lapah pai ya , cawa rudi jama apakni",lampung
cuba nyak ngeliyak pr mu,lampung
tim juri lomba tumpeng menilai,indonesia
"bu , hikam haga mit luwah , hikam haga nunggai ibu hikam",lampung
"pak andi pedagang yang tulus , banyak orang yang senang dan percaya sama dia",indonesia
"peramisi , rang pa sa paling ridik ngitai hotel ?",lampung
saya buruh,indonesia
ayahnya mencabut ubi kayu di ladang,indonesia
sikam nyanik lingkaran balak,lampung
apikah niku ngudut ?,lampung
nyak beradu jak kerjaan ku,lampung
kepintaran nya tidak ada yang menandingi yaitu ilmu silat kebatinan,indonesia
api niku basa ngandung ?,lampung
bapak lagi ngebaca koran,lampung
"ali ngeliyak kepala sekula cakak mubil , cawa lom hati ni , haga mit dipa beliyau ?",lampung
maaf tidak ada kembalian,indonesia
"ali pergi sekolah , dia pergi sendiri",indonesia
ayo silahkan masuk,indonesia
rem mubil ku los,lampung
dari sini anda harus ke sebelah barat,indonesia
saya merasa pusing,indonesia
saya kebingungan,indonesia
saya belajar bahasa lampung dengan teman,indonesia
"nyak dija lima rani , jak senin tigoh jum’at",lampung
helau benor,lampung
tadi pagi,indonesia
"payu pak , sikam mit kelas",lampung
sikam belajar bahasa lampung di sekula,lampung
nyak tigoh di bulan april tanggal lima,lampung
wiper mubil na cadang,lampung
saya kesana sekitar jam 10 pagi,indonesia
"padi , jagung , ubi kayu dengan tanam-tanaman lainnya",indonesia
"tante , haga mit dipa ?",lampung
jadi api makwat gham nutuk kursus kecantikan ?,lampung
di jual kemana hasil panen sawah ini ?,indonesia
muli sina ngebeli kawai,lampung
ia kasar,lampung
nyak rintok sanga rebok gawoh,lampung
beliyau temon-temon betanggung jawab bagi keluarga gham,lampung
hinji wat pitu kawai handak,lampung
mau ke mana engkau ?,indonesia
ya jadi pemimpin partai ni,lampung
nyak hiokan,lampung
"jaja kakinya patah kecelakaan , ruli memberi semangat supaya dia tabah",indonesia
belajar di sekolah tekun,indonesia
nyak kung beguwai nyak lagi kuliah,lampung
nyak haga sai lebih balak cutik jak sija,lampung
jawabnya ialah dengan sikap pengecut,indonesia
kedua keluarga itu sudah sangat berserah di dalam pernikahan anaknya,indonesia
tinggalko peghuwatan keji,lampung
adik sedang mandi,indonesia
pesta yang jadi keinginan orang ramai disana yaitu namanya festival danau ranau,indonesia
"saya mau membeli kamus bahasa lampung , tetapi saya tidak berani sendirian",indonesia
biaya wisatanya cukup murah,indonesia
haga ngebeli buku api ?,lampung
main ke sini lagi ya ?,indonesia
robot-robotan nya hilang,indonesia
ngakngan ngilu,lampung
ardi dan arman ikut bapak dan ibunya naik mobil ke pantai merak belantung kalianda,indonesia
"pak , hamba memakai buku pelajaran bahasa lampung yang ada di perpustakaan",indonesia
kita bisa berenang di pantai,indonesia
mak ikin gumas,lampung
wacana dengan judul lingkungan hidup tergolong karangan deskripsi,indonesia
"ayah nya naik haji tahun ini , ibu nya rencana nya tahun depan",indonesia
maka melayang-layanglah layangan temanku,indonesia
andahni janji mungkeri sakik nihan hatiku sinji,lampung
terima kasih sudah berkunjung ke sini,indonesia
"lingkungan warga yang teman-teman menjaga kerukunan lingkungan saling menghargai , saling menghormati",indonesia
ghasa-ghasa ni nyak kenal jama ya,lampung
sija sai jahat pesai,lampung
adek lagi mandi,lampung
pira kamar mandi na ?,lampung
tadi anda ditanya sama bu guru,indonesia
"pak tono ngayun toni muridni , toni niku hapus papan tulis !",lampung
sai ngebalakko ayah gham yalah kakek dan nenek,lampung
sigegh lom pakaian adat lampung pepaduan ngemik siwa jeghuji,lampung
saya mencari pekerjaan,indonesia
buwokna tijang,lampung
mengapa dia dikatakan anak pendiam ?,indonesia
"pak , sikam kilu supaya puskam ngomandoi gerakan bersih lingkungan",lampung
ibu ngajual sayuran mit pasagh,lampung
jarang,lampung
ya sama-sama,indonesia
pira ongkos ngirim surat biasa ?,lampung
setiap pagi gham lapah mit sekula,lampung
maafkan kesalahan saya,indonesia
ahmad melobangi ladang,indonesia
mulai hari ini kita berdua besanan,indonesia
menah waktu seghadu upacara sai mak buseghagam ghik telat ghatong di juk hukuman ulah mak ya disipelin,lampung
kapan batas akhir penyerahan tugasnya ?,indonesia
seghadu jadi ghuwa regu sai gegoh jumlahni gham mulai main bal,lampung
tolong jelaskan sakitnya,indonesia
dimanakah jalan keluarnya ?,indonesia
tim juri lomba tumpeng ngecindai,lampung
"antakko apakmu komariyah , cawa pak sanusi",lampung
"papa dan mama wajib ngughusi umpu dan siti sai ghadu tuha , lemoh dan kedok maghing sina",lampung
murid-murid setiap pagi saling jabat tangan dengan guru piket,indonesia
hamba memberi tahu pada tuan-tuan yth,indonesia
kedau muni pusikam rintok dija ?,lampung
"bola digiring ke sana ke mari silih beganti , kadang bola ada di wilayah regu saya , kadang di wilayah regu lawan",indonesia
kik haga nutuk qurban masih wat sisa pira lagi,lampung
sebagai siswa gham siap ngelapahi amanat lagu sina,lampung
gham mesti belajar sebetik-betikni supaya ngejadi hulun berguna,lampung
haga suwa ?s api mak wat ?,lampung
saya akan pergi sendirian,indonesia
"telah kami mendengar alat pertanian yang dipakai di kebun contohnya cangkul , sabit , cangkul kecil",indonesia
pengajianni di mulai jak isya,lampung
sopan dengan semuanya sehingga pihak wisatawan merasa nyaman,indonesia
"kawai hinji jakku , nyak beli jak toko arai",lampung
daighah lampung ngemik pepigha pahlawan,lampung
enggal ghani jemahat di sekula amir diwatko senam pagi,lampung
kik wek waktu ratong luwot,lampung
"pak , kebersihan ruang kelas kami tidak terjaga karena tugas piketnya tidak berjalan",indonesia
mata pak mak demon jama jelma sai jahat atau sai mak patuh jama atoghan sai helau,lampung
rumah nya jauh,indonesia
lokasini redik pantai,lampung
ia supan,lampung
abang gergajinya kembalikan lagi di tempatnya,indonesia
ayo kita lihat-lihat sebelah sana,indonesia
pergi ayah,indonesia
sina mak diridhoi tuhan,lampung
tuan mau makan mari kita ke restoran,indonesia
mereka membuat karangan,indonesia
"ambilkan saya air , haus benar !",indonesia
"itu ada tiga burung , empat kerbau , lima itik",indonesia
beliau sehari-harinya mencari nafkah guna mencukupi apa yang diperlukan keluarga,indonesia
"minan cawa jama ani ghik ana , nyak haga mit pasagh niku beghuwa nunggu lamban",lampung
cerita sai temani kepahlawanan atau cerita tokoh-tokoh pahlawan disebut epos,lampung
koik wak waktu nyak singgah dija luwot,lampung
anda harus menandatangani di sini,indonesia
adikku namanya hilda,indonesia
"dang ribut , peratiko !",lampung
nyak haga sai lunik,lampung
pantaskah kita kali merusak lingkungan hanya untuk kepentingan pribadi ?,indonesia
ya nulung ghakyat sai betoh kebetohan ulah mak mengan semuni sai nanggung hughik wat dilom penjagha,lampung
dacok kodo niku ngenjajakko dipa barang sina ?,lampung
tiyan lapah mulang,lampung
nua sai ukuran na sedong,lampung
nyampaiko niatni untuk matiko musuhni,lampung
apakah anda sudah makan siang ?,indonesia
sina temon-temon mak betik,lampung
supaya selamat di dunia,indonesia
waktu hari libur,indonesia
dengan siapa guru jalan-jalan ke kota ?,indonesia
ibu ngegulai kambing,lampung
jam berapa adzan dzuhur sekarang ?,indonesia
jelasko guna ghik retini lampu lalu lintas ?,lampung
baju putihku terbawa kaos olahraganya arnani,indonesia
saya baik-baik saja,indonesia
ghepa cagha keghjani gughu-gughuni di sd tepencil sina ?,lampung
tiap pagi ia lapah sekula jama tawok-tawokni,lampung
mau ke kantor,indonesia
bagaimana caranya mereka berlatih sepak bola ?,indonesia
ilham diusung indukni mit pasagh,lampung
"sesudah dari mesjid terus ke kamar , dia membuka buku pelajaran yang mau ditaruh ke sekolah hari itu",indonesia
